ID,DATE,TIME,BOROUGH,LATITUDE,LONGITUDE,CLASS
3195837,1,1,BROOKLYN,40.6880866,-73.8766813,0
3191363,1,1,BRONX,40.8788714,-73.8856752,0
3191321,1,1,BRONX,40.845889,-73.9150806,0
3192145,1,20,QUEENS,40.68424,-73.8460949,0
3191699,1,20,QUEENS,40.6766333,-73.7768602,0
3192027,1,20,BROOKLYN,40.6615914,-73.9968462,0
3191879,1,20,BRONX,40.8100528,-73.9251435,0
3191165,1,20,MANHATTAN,40.7482897,-73.9881767,0
3191970,1,20,BROOKLYN,40.6114466,-73.9911399,1
3191350,1,20,BRONX,40.8396755,-73.871207,1
3191848,1,20,MANHATTAN,40.7832478,-73.9447234,0
3191418,1,20,BROOKLYN,40.6385255,-73.9813034,0
3192386,1,20,MANHATTAN,40.7464925,-74.0013245,0
3192180,1,20,QUEENS,40.7283709,-73.8711335,1
3192116,1,20,BROOKLYN,40.701798,-73.940546,0
3191902,1,20,BRONX,40.8281708,-73.8626438,0
3191977,1,20,BROOKLYN,40.6245976,-73.9444982,0
3191841,1,20,MANHATTAN,40.7794786,-73.9735729,1
3191934,1,20,BRONX,40.8416419,-73.8722296,0
3191793,1,20,MANHATTAN,40.7458144,-74.0055325,0
3192699,1,21,QUEENS,40.7138774,-73.7540462,0
3191612,1,21,QUEENS,40.7503061,-73.7126333,0
3192354,1,21,STATEN ISLAND,40.6018109,-74.0928232,0
3191922,1,21,BRONX,40.8856931,-73.8616389,0
3191145,1,21,MANHATTAN,40.7546224,-73.9971269,0
3192934,1,21,MANHATTAN,40.7637343,-73.9620635,0
3192254,1,21,QUEENS,40.7605337,-73.8215565,0
3191855,1,21,MANHATTAN,40.8077127,-73.9413184,0
3191937,1,21,BRONX,40.8816867,-73.9028226,0
3191776,1,21,MANHATTAN,40.7236863,-73.9964752,0
3192255,1,21,QUEENS,40.7585272,-73.8014021,0
3192696,1,21,QUEENS,40.6961392,-73.8528291,1
3191939,1,21,BRONX,40.8764759,-73.9044863,1
3191182,1,21,MANHATTAN,40.74478,-73.9758819,0
3191453,1,21,BROOKLYN,40.649656,-74.0163429,0
3192397,1,21,MANHATTAN,40.7427065,-73.9845256,0
3191923,1,21,BRONX,40.8970712,-73.8433667,1
3191719,1,21,QUEENS,40.7587926,-73.872551,1
3191886,1,21,BRONX,40.822424,-73.8858734,0
3192522,1,22,BRONX,40.9053467,-73.8974556,0
3191956,1,22,BROOKLYN,40.5955661,-73.9664476,0
3191940,1,22,BRONX,40.882769,-73.8885978,0
3191806,1,22,MANHATTAN,40.7491017,-73.9840766,0
3192007,1,22,BROOKLYN,40.6216819,-73.9488197,0
3192094,1,22,BROOKLYN,40.6848568,-73.9780417,0
3191981,1,22,BROOKLYN,40.6429494,-73.9773204,0
3191215,1,22,MANHATTAN,40.7652424,-73.9578679,0
3191824,1,22,MANHATTAN,40.764222,-73.9809793,0
3192958,1,22,MANHATTAN,40.8169365,-73.9573872,1
3192256,1,22,QUEENS,40.7606645,-73.8139973,0
3191442,1,23,BROOKLYN,40.646628,-73.9039829,0
3191164,1,23,MANHATTAN,40.7515235,-73.9939473,0
3191763,1,23,MANHATTAN,40.7076833,-74.0156791,0
3191834,1,23,MANHATTAN,40.766868,-73.9597766,0
3192237,1,23,QUEENS,40.7353916,-73.8950867,0
3191159,1,2,MANHATTAN,40.7547827,-73.9799352,0
3191826,1,2,MANHATTAN,40.7707422,-73.9945485,0
3191404,1,4,BROOKLYN,40.6265698,-73.9709207,0
3191887,1,5,BRONX,40.8122164,-73.8858837,1
3191187,1,5,MANHATTAN,40.7656758,-73.9762353,0
3191695,1,5,QUEENS,40.6675224,-73.7806252,1
3191705,1,6,QUEENS,40.7532838,-73.906908,0
3191570,1,6,QUEENS,40.7068685,-73.7907968,0
3191457,1,6,BROOKLYN,40.6817123,-73.9115183,1
3191229,1,6,MANHATTAN,40.7925479,-73.9410356,0
3191918,1,6,BRONX,40.8953759,-73.8635575,0
3191581,1,6,QUEENS,40.6967392,-73.9005028,1
3191681,1,6,QUEENS,40.758165,-73.7241394,1
3191202,1,6,MANHATTAN,40.7731001,-73.9644736,0
3195353,1,7,QUEENS,40.7471204,-73.9423823,1
3191464,1,7,BROOKLYN,40.6592762,-73.8889963,0
3191867,1,7,MANHATTAN,40.8159213,-73.9451912,0
3191687,1,7,QUEENS,40.7342765,-73.8476933,0
3191460,1,7,BROOKLYN,40.6703265,-73.8887724,0
3191254,1,7,MANHATTAN,40.8220297,-73.9425234,0
3191296,1,7,BRONX,40.8371265,-73.9096348,0
3191685,1,7,QUEENS,40.7237262,-73.8545432,0
3191120,1,7,MANHATTAN,40.7136919,-74.0137542,0
3191201,1,7,MANHATTAN,40.777544,-73.957008,0
3191167,1,7,MANHATTAN,40.742258,-73.9776727,0
3191230,1,7,MANHATTAN,40.7883183,-73.9410177,0
3191595,1,7,QUEENS,40.7487591,-73.7086952,0
3191625,1,7,QUEENS,40.6659184,-73.8213158,0
3192274,1,7,QUEENS,40.7449799,-73.8715308,0
3191632,1,7,QUEENS,40.7245183,-73.8005907,0
3191565,1,8,QUEENS,40.6898733,-73.8428113,0
3191170,1,8,MANHATTAN,40.7472966,-73.974044,1
3192222,1,8,QUEENS,40.713554,-73.7965005,1
3191539,1,8,BROOKLYN,40.720888,-73.9408681,0
3192023,1,8,BROOKLYN,40.6588759,-73.9475224,0
3191226,1,8,MANHATTAN,40.774809,-73.9844135,0
3191558,1,8,QUEENS,40.7000093,-73.8308861,0
3191463,1,8,BROOKLYN,40.6583569,-73.873251,0
3191633,1,8,QUEENS,40.7239991,-73.8203772,1
3191599,1,8,QUEENS,40.6693345,-73.7499784,1
3191121,1,8,MANHATTAN,40.7206286,-74.0052093,0
3197343,1,8,MANHATTAN,40.7838899,-73.9502838,0
3191652,1,8,QUEENS,40.7460475,-73.8990289,0
3191694,1,8,QUEENS,40.6913705,-73.7799589,0
3193157,1,8,BROOKLYN,40.6937253,-73.9257141,1
3191409,1,8,BROOKLYN,40.6239626,-73.9724457,0
3191634,1,8,QUEENS,40.7266858,-73.8218203,0
3191272,1,8,BRONX,40.8187987,-73.8921191,0
3191563,1,8,QUEENS,40.6831865,-73.8663028,0
3191607,1,8,QUEENS,40.6644293,-73.7327742,0
3191723,1,8,STATEN ISLAND,40.6379863,-74.1095415,0
3191540,1,8,BROOKLYN,40.7212926,-73.948873,0
3191329,1,8,BRONX,40.8678592,-73.8412228,1
3191470,1,8,BROOKLYN,40.6883633,-73.8737204,0
3191688,1,8,QUEENS,40.7309116,-73.860831,0
3191651,1,8,QUEENS,40.7471204,-73.9423823,0
3191604,1,8,QUEENS,40.6561603,-73.7673526,1
3191597,1,8,QUEENS,40.7246918,-73.7540928,0
3192740,1,8,QUEENS,40.7213764,-73.7902931,0
3191557,1,8,QUEENS,40.7121986,-73.8325722,0
3191706,1,8,QUEENS,40.7822825,-73.9145948,0
3191677,1,8,QUEENS,40.7532745,-73.7534712,0
3191330,1,8,BRONX,40.873122,-73.8613216,0
3191374,1,9,BROOKLYN,40.5957085,-73.9650613,0
3191141,1,9,MANHATTAN,40.759626,-73.9954735,0
3191690,1,9,QUEENS,40.7201645,-73.844789,0
3191467,1,9,BROOKLYN,40.6633694,-73.8926624,0
3191500,1,9,BROOKLYN,40.6906946,-73.9572731,0
3191249,1,9,MANHATTAN,40.8216968,-73.9529112,1
3192104,1,9,BROOKLYN,40.6886395,-73.980258,0
3191406,1,9,BROOKLYN,40.6167067,-73.9784531,0
3191689,1,9,QUEENS,40.7203234,-73.8405281,0
3191140,1,9,MANHATTAN,40.7558686,-73.9982097,0
3197996,1,9,BROOKLYN,40.6781627,-73.8974769,1
3191552,1,9,QUEENS,40.5974106,-73.7606436,0
